Date,PM2.5 (μg/m3),O3 (ppm),NO2 (ppm),CO (ppm),SO2 (ppm),Temperature (°C),Precipitation (mm),Wind speed (m/s),Wind direction (°),RH (%),Solar irradiation (MJ/m2),Traffic volume (vehicles),
20221001 ,28,0.034,0.036,0.6,0.003,20.9,0,1.6,20,63.3,17.31,"50,408 ",
20221002 ,19,0.023,0.027,0.5,0.003,19.4,15.8,2.7,50,78.9,3.8,"43,146 ",
20221003 ,8,0.016,0.019,0.5,0.003,21.4,76,2.7,200,98.5,1.06,"40,753 ",
20221004 ,6,0.02,0.01,0.4,0.003,17.9,11.8,2.9,270,83.8,6.5,"39,895 ",
20221005 ,6,0.015,0.017,0.4,0.003,16.6,0.1,2.1,50,74.8,15.62,"55,293 ",
20221006 ,3,0.011,0.015,0.4,0.003,15.8,0,2.1,50,76.6,7.74,"55,077 ",
20221007 ,4,0.02,0.011,0.3,0.003,14.3,0,2.5,290,69.5,15.08,"56,242 ",
20221008 ,5,0.017,0.024,0.4,0.003,15.8,0,2.5,50,64.6,18.48,"48,563 ",
20221009 ,4,0.021,0.018,0.4,0.003,13.1,20.4,2.1,110,85.8,2.4,"43,741 ",
20221010 ,3,0.026,0.008,0.3,0.002,9.9,0,3.8,270,72.9,9.31,"43,316 ",
20221011 ,7,0.021,0.012,0.4,0.002,11.1,0,2.2,270,69.1,18.72,"54,404 ",
20221012 ,10,0.011,0.029,0.6,0.003,13.5,0,1.8,50,68.1,18.13,"54,633 ",
20221013 ,8,0.012,0.031,0.6,0.003,16.3,0,1.5,70,69.6,17.98,"54,916 ",
20221014 ,12,0.012,0.029,0.6,0.004,17.1,0,1.6,20,73.4,13.52,"55,048 ",
20221015 ,17,0.019,0.026,0.5,0.003,18.2,0,1.4,290,68.5,16.21,"50,890 ",
20221016 ,20,0.014,0.024,0.6,0.003,16.9,0,1.7,270,73.9,6.15,"44,712 ",
20221017 ,9,0.022,0.01,0.4,0.003,11.2,0,3.4,320,50.3,18.79,"53,309 ",
20221018 ,8,0.021,0.012,0.4,0.003,9.4,0,2.3,270,52.1,18.27,"42,729 ",
20221019 ,9,0.016,0.023,0.5,0.003,10.5,0,1.8,270,57.8,17.78,"53,830 ",
20221020 ,16,0.017,0.033,0.6,0.003,12.9,0,1.8,20,64.4,17.2,"54,916 ",
20221021 ,28,0.023,0.039,0.7,0.004,14,0,1.7,270,68.8,15.16,"54,844 ",
20221022 ,21,0.023,0.031,0.6,0.003,15.1,0,1.9,270,76.3,14.93,"50,457 ",
20221023 ,17,0.033,0.011,0.4,0.003,14,0,2.7,290,65,14.04,"45,525 ",
20221024 ,9,0.026,0.014,0.4,0.003,10.6,0,2.8,290,52.6,16.88,"52,442 ",
20221025 ,6,0.012,0.027,0.5,0.003,11.3,0,2,50,56.5,16.37,"53,481 ",
20221026 ,7,0.011,0.031,0.5,0.003,12.9,0,1.9,70,58.3,12.66,"52,409 ",
20221027 ,15,0.014,0.03,0.6,0.003,13.2,0,1.7,270,71.8,14.31,"54,020 ",
20221028 ,19,0.015,0.032,0.6,0.003,13.6,0,1.7,20,70.1,14.35,"54,826 ",
20221029 ,15,0.015,0.031,0.6,0.003,14.8,0,1.8,70,65.9,14.64,"49,897 ",
20221030 ,15,0.017,0.027,0.5,0.003,14.9,0,1.9,70,64.5,13.64,"45,206 ",
20221031 ,13,0.018,0.028,0.5,0.003,14.9,0,2.1,50,69.8,13.19,"52,556 ",
20221101 ,22,0.027,0.021,0.5,0.003,13.1,0,1.8,270,73.5,9.52,"53,260 ",
20221102 ,11,0.015,0.028,0.5,0.004,11.1,0,1.7,270,57.1,15.45,"30,788 ",
20221103 ,11,0.012,0.024,0.5,0.003,9.3,0,2,270,58.1,5.36,"53,144 ",
20221104 ,8,0.023,0.011,0.4,0.004,4.9,0,2.9,290,41.8,15.6,"54,068 ",
20221105 ,12,0.015,0.026,0.5,0.003,6.5,0,1.7,270,51.3,15.06,"51,309 ",
20221106 ,14,0.017,0.03,0.6,0.003,9.6,0,1.8,20,60.5,14.19,"45,995 ",
20221107 ,19,0.014,0.041,0.6,0.004,11.4,0,1.7,270,64.5,8.35,"52,612 ",
20221108 ,31,0.018,0.032,0.6,0.003,12.9,0,1.5,290,68.3,11.55,"53,764 ",
20221109 ,49,0.016,0.038,0.7,0.003,11.4,0,1.5,20,76,9.82,"53,545 ",
20221110 ,58,0.019,0.039,0.8,0.003,13.5,0,1.3,20,74.5,10.6,"54,854 ",
20221111 ,36,0.013,0.048,0.9,0.003,15.6,0,1.8,70,62.5,11.75,"55,582 ",
20221112 ,32,0.011,0.044,0.8,0.004,16.3,57.9,2.2,70,80,6.93,"47,534 ",
20221113 ,11,0.014,0.013,0.5,0.003,10.3,0,2.6,250,85.6,3.61,"45,384 ",
20221114 ,15,0.014,0.022,0.6,0.003,9.7,0,2.3,250,74.8,8.25,"52,599 ",
20221115 ,17,0.013,0.029,0.6,0.003,8.1,1.6,2,20,77.4,6.96,"53,817 ",
20221116 ,19,0.013,0.03,0.6,0.003,8.5,0,1.7,270,71.3,12.11,"30,026 ",
20221117 ,21,0.007,0.041,0.7,0.003,10.2,0,1.6,50,64.6,11.46,"54,702 ",
20221118 ,27,0.005,0.044,0.8,0.004,11,0,1.6,20,69.6,12.08,"55,853 ",
20221119 ,18,0.013,0.038,0.7,0.003,12.9,0,2.3,70,55.8,11.5,"51,275 ",
20221120 ,16,0.018,0.031,0.6,0.003,13.7,0,1.7,50,58.3,11.85,"46,072 ",
20221121 ,22,0.011,0.039,0.7,0.004,11.8,0,1.6,20,70.5,6.36,"53,230 ",
20221122 ,38,0.007,0.037,0.8,0.003,10.7,0,1.9,50,69.9,5.55,"54,749 ",
20221123 ,15,0.027,0.02,0.5,0.003,10.8,0,2.1,270,56,11.6,"54,824 ",
20221124 ,26,0.013,0.035,0.7,0.003,9.4,0,1.5,290,65.6,9.32,"52,923 ",
20221125 ,33,0.022,0.035,0.7,0.004,12.3,1.7,3,50,67.1,10.66,"55,386 ",
20221126 ,16,0.03,0.013,0.4,0.003,6.7,0,3,290,52.4,11.75,"49,851 ",
20221127 ,8,0.016,0.025,0.5,0.003,5.4,0,2.4,50,43.1,10.15,"46,018 ",
20221128 ,14,0.005,0.041,0.8,0.004,12.3,19.5,2.7,70,65.5,3.87,"50,795 ",
20221129 ,10,0.025,0.014,0.5,0.003,6.9,3.8,3.5,290,67,5.34,"54,006 ",
20221130 ,6,0.029,0.008,0.3,0.003,-5.4,0,3.9,290,49.1,12.17,"55,166 ",
20221201 ,7,0.025,0.013,0.4,0.003,-5.4,0,2.4,320,43.4,10.23,"54,962 ",
20221202 ,8,0.012,0.031,0.6,0.003,-2.5,0,1.7,50,42,11.87,"55,392 ",
20221203 ,21,0.013,0.029,0.6,0.003,2.1,1.1,2.6,50,70.5,6.28,"49,077 ",
20221204 ,6,0.032,0.009,0.3,0.003,-3.5,0,2.8,290,38.9,6.13,"43,830 ",
20221205 ,9,0.02,0.021,0.4,0.003,-3.1,0,2.4,290,41.9,11.74,"52,416 ",
20221206 ,13,0.012,0.035,0.6,0.003,0.9,0.1,2.4,20,62.8,9.16,"53,112 ",
20221207 ,13,0.018,0.028,0.6,0.003,4.9,0.1,2.7,250,60.4,9.89,"53,878 ",
20221208 ,9,0.011,0.035,0.6,0.003,3.7,0,1.4,270,57.5,9.97,"55,348 ",
20221209 ,20,0.008,0.041,0.8,0.004,4.5,0,2,50,60.8,7.22,"56,040 ",
20221210 ,18,0.007,0.042,0.7,0.004,2.6,0,1.3,270,46.5,6.71,"50,959 ",
20221211 ,21,0.014,0.029,0.7,0.004,1.6,0,1.8,290,52.5,11.11,"41,952 ",
20221212 ,18,0.004,0.048,0.8,0.004,2,5.4,1.7,20,73.4,5.05,"21,217 ",
20221213 ,25,0.022,0.017,0.4,0.003,0,0.6,3.5,270,70.8,4.85,"51,745 ",
20221214 ,9,0.023,0.01,0.4,0.003,-8.4,0,3.2,290,50.1,11.41,"54,284 ",
20221215 ,18,0.005,0.037,0.6,0.004,-4.5,2.4,2.5,50,79.1,2.17,"33,414 ",
20221216 ,16,0.016,0.025,0.6,0.004,-6.3,0,2,270,56.9,10.44,"26,534 ",
20221217 ,12,0.021,0.017,0.5,0.004,-7,0.2,2.7,270,52,10.46,"50,001 ",
20221218 ,7,0.025,0.009,0.4,0.003,-9.5,0,2.6,290,47.1,11.42,"9,872 ",
20221219 ,10,0.014,0.028,0.5,0.003,-7,0,1.7,290,55.6,8.93,"41,901 ",
20221220 ,19,0.006,0.046,0.7,0.004,-3.2,0,2.2,50,55.8,10.1,"53,772 ",
20221221 ,27,0.008,0.04,0.7,0.004,-0.1,3.6,2.7,50,82.4,2.48,"47,070 ",
20221222 ,13,0.024,0.012,0.4,0.003,-7.8,0,4.4,270,60.5,10.05,"54,012 ",
20221223 ,10,0.024,0.01,0.4,0.002,-11.8,0,4.3,290,60.5,10.76,"55,293 ",
20221224 ,17,0.011,0.031,0.6,0.003,-8.4,0,1.8,50,54.9,10.92,"50,774 ",
20221225 ,25,0.011,0.038,0.8,0.003,-5.4,0,1.7,270,66.5,10.89,"45,219 ",
20221226 ,29,0.005,0.051,0.9,0.004,-3.9,0,1.4,50,68.4,8.27,"51,523 ",
20221227 ,31,0.009,0.048,0.9,0.004,-2.6,0,1.8,20,69.8,10.25,"53,577 ",
20221228 ,17,0.018,0.027,0.6,0.004,-3.3,0.1,2.5,270,58.1,10.86,"53,414 ",
20221229 ,14,0.013,0.034,0.6,0.004,-2.9,0,1.7,270,56.3,10.88,"54,192 ",
20221230 ,22,0.014,0.036,0.7,0.004,-1.8,0,1.9,270,65.6,10.84,"27,122 ",
20221231 ,31,0.007,0.051,1,0.004,-1.2,0,1.4,20,65.5,4.16,0 ,
20230101 ,33,0.0223,0.0244,0.75,0.0044,-0.2,0,2.7,270,55,10.81,0 ,
20230102 ,10,0.021,0.0175,0.48,0.0041,-4.5,0,2.5,270,46,11.63,0 ,
20230103 ,14,0.0139,0.0307,0.62,0.0036,-5,0,1.8,270,49,11.77,0 ,
20230104 ,19,0.0099,0.0432,0.76,0.0041,-1.8,0,1.9,270,51,10.89,0 ,
20230105 ,28,0.0038,0.0561,0.97,0.0042,-1.6,0,1.6,20,58.1,6.09,0 ,
20230106 ,51,0.0063,0.0589,1.09,0.0047,0.6,3.9,2.2,20,71.9,8.78,0 ,
20230107 ,72,0.0193,0.0302,1.02,0.0038,1.5,0.1,2.2,270,80.9,4.78,0 ,
20230108 ,42,0.0087,0.0413,0.9,0.0037,1.3,0,1.7,50,69.3,9.37,0 ,
20230109 ,33,0.015,0.0348,0.76,0.0041,3.1,0,2.3,290,60.1,10.53,0 ,
20230110 ,27,0.0064,0.049,0.83,0.0041,1.6,0,1.5,50,59.9,11.33,0 ,
20230111 ,40,0.0041,0.0666,1.1,0.005,2.6,0,1.6,50,61.9,10.86,0 ,
20230112 ,34,0.0045,0.0636,1.13,0.0054,5.9,0,2.2,70,46.6,10.88,0 ,
20230113 ,11,0.006,0.0409,0.9,0.0043,8.3,37.3,2.5,70,99.1,1.11,0 ,
20230114 ,8,0.0089,0.0282,0.69,0.0035,6.6,1.6,2.5,50,92.9,1.84,0 ,
20230115 ,14,0.0203,0.0131,0.45,0.0029,-0.2,3.2,2.8,270,93.9,1.32,0 ,
20230116 ,11,0.0256,0.0137,0.42,0.003,-4.6,0,2.7,270,63.1,12.95,0 ,
20230117 ,15,0.0106,0.0323,0.64,0.0031,-3.7,0,1.8,50,65.1,5.27,0 ,
20230118 ,20,0.0155,0.0286,0.65,0.0033,-1.9,0,2,290,60.5,12.71,0 ,
20230119 ,20,0.014,0.0347,0.74,0.0035,-0.4,1,2.5,180,69.3,7.63,0 ,
20230120 ,12,0.0273,0.0121,0.4,0.0029,-3.3,0,3.7,270,52.4,13.49,0 ,
20230121 ,10,0.015,0.0245,0.52,0.0028,-4.5,0,1.8,50,55.4,12.37,0 ,
20230122 ,11,0.0143,0.0279,0.49,0.0028,-0.6,0,2.6,50,62.8,4.41,0 ,
20230123 ,26,0.0172,0.0252,0.65,0.0029,-0.8,0,2.7,290,66.6,10.15,0 ,
20230124 ,8,0.0289,0.0052,0.37,0.0023,-14.7,0,4.6,290,51.9,14.08,0 ,
20230125 ,8,0.017,0.0231,0.5,0.0027,-11.3,0,2.1,290,45.1,14.08,0 ,
20230126 ,18,0.0047,0.0376,0.61,0.0028,-6,0.8,2.5,50,80.1,4.51,0 ,
20230127 ,17,0.0251,0.0142,0.51,0.0031,-7.3,0,3.5,290,56.5,14.1,0 ,
20230128 ,11,0.0207,0.0178,0.48,0.0032,-6,0,2.4,250,54.9,12.58,0 ,
20230129 ,12,0.0165,0.0253,0.6,0.0033,-1.8,0,2.6,50,58.3,9.79,0 ,
20230130 ,14,0.019,0.024,0.6,0.003,-0.9,0,2.1,270,55.9,14.17,0 ,
20230131 ,14,0.012,0.041,0.7,0.004,2.4,0,2.7,50,69.1,6.5,0 ,
20230201 ,28,0.026,0.019,0.6,0.003,0.9,0,3.2,290,68.4,13.24,0 ,
20230202 ,14,0.021,0.017,0.5,0.003,-2.4,0,2.5,270,50.3,10.94,0 ,
20230203 ,15,0.019,0.023,0.5,0.003,-1.6,0,2.2,270,47.4,13.54,0 ,
20230204 ,21,0.018,0.032,0.6,0.004,-0.2,0,2,270,49.8,13.23,0 ,
20230205 ,43,0.018,0.04,0.8,0.003,1.7,0,1.8,250,71,11.35,0 ,
20230206 ,50,0.014,0.048,0.9,0.003,3,0,1.6,50,72.3,10.69,0 ,
20230207 ,50,0.017,0.043,0.9,0.003,3.5,0,1.5,250,72.9,10.12,0 ,
20230208 ,38,0.024,0.027,0.7,0.003,2.1,0,2.5,270,62.1,14.82,"18,741 ",
20230209 ,19,0.016,0.038,0.7,0.003,4,0,2.5,50,49.9,12.36,"53,564 ",
20230210 ,14,0.023,0.023,0.5,0.003,3.8,0.6,2.2,290,79.6,7.07,"54,320 ",
20230211 ,29,0.013,0.039,0.7,0.003,2.8,0,1.8,20,73,10.9,"49,294 ",
20230212 ,48,0.015,0.037,0.8,0.003,3.7,0,1.8,50,70,8.48,"42,922 ",
20230213 ,19,0.021,0.029,0.7,0.003,5.9,0,2.3,50,66.5,5.44,"51,405 ",
20230214 ,21,0.024,0.019,0.6,0.003,1.7,0,2.7,270,54.9,15.95,"54,232 ",
20230215 ,10,0.02,0.025,0.5,0.003,3.2,0,2.5,50,46.4,15.24,"53,877 ",
20230216 ,18,0.02,0.026,0.5,0.003,2.3,0,2.7,230,68.3,6.45,"54,636 ",
20230217 ,33,0.012,0.043,0.7,0.003,3.4,0,1.8,20,67.8,13.67,"54,954 ",
20230218 ,61,0.006,0.055,1,0.004,5.7,0,1.5,50,58.3,2.91,"49,815 ",
20230219 ,31,0.032,0.019,0.5,0.003,3.5,0.4,3.3,270,56.1,14.47,"43,904 ",
20230220 ,9,0.03,0.014,0.4,0.003,-0.5,0,3.3,270,46.4,18.16,"51,745 ",
20230221 ,14,0.024,0.021,0.5,0.003,-1.3,0,2.1,270,42.4,18.25,"53,911 ",
20230222 ,22,0.015,0.038,0.6,0.004,1.2,0,2.2,270,50.6,17,"53,907 ",
20230223 ,21,0.028,0.024,0.5,0.003,2.9,0,1.9,270,65.5,15.87,"53,688 ",
20230224 ,25,0.032,0.016,0.5,0.003,3.5,0,3,290,57.9,17.42,"55,270 ",
20230225 ,16,0.031,0.013,0.4,0.003,0.7,0,2.9,290,44,18.6,"50,649 ",
20230226 ,17,0.028,0.02,0.5,0.003,2.2,0,2.1,290,46.6,18.83,"41,591 ",
20230227 ,26,0.015,0.045,0.7,0.004,4.4,0,1.9,20,47.4,18.65,"51,246 ",
20230228 ,22,0.016,0.04,0.7,0.003,4.3,0,2,270,63.4,10.26,"51,834 ",
20230301 ,15,0.032,0.016,0.4,0.003,6,0,3.1,270,54.4,10.19,"44,328 ",
20230302 ,10,0.03,0.014,0.4,0.003,2.2,0,2.8,250,37.8,19.45,"53,028 ",
20230303 ,14,0.019,0.031,0.5,0.003,4.6,0,2.1,270,65,15.67,"54,716 ",
20230304 ,39,0.022,0.036,0.7,0.003,7.7,0,1.9,50,68.4,14.91,"49,079 ",
20230305 ,44,0.027,0.034,0.7,0.003,8,0,1.7,270,54,17.21,"42,637 ",
20230306 ,28,0.027,0.044,0.7,0.004,9.2,0,2.1,20,41.9,18.63,"51,567 ",
20230307 ,31,0.024,0.043,0.7,0.004,11.7,0,2.3,50,60.9,15.35,"54,157 ",
20230308 ,27,0.024,0.038,0.7,0.004,12.5,1.2,2,20,66.3,8.39,"53,860 ",
20230309 ,40,0.021,0.034,0.7,0.003,10.3,3.7,2.3,230,85.9,6.52,"54,357 ",
20230310 ,49,0.02,0.042,0.9,0.004,13.5,0,2.1,50,62.1,17.03,"54,526 ",
20230311 ,48,0.033,0.038,0.8,0.004,15.2,0,2.4,20,52,16.95,"46,811 ",
20230312 ,22,0.039,0.014,0.5,0.003,5.9,5.6,3.7,250,68,3.68,"42,486 ",
20230313 ,6,0.03,0.016,0.4,0.003,2.9,0,3.2,230,38.9,20.79,"52,574 ",
20230314 ,8,0.025,0.026,0.5,0.003,9.2,0,2.9,200,45.9,19.73,"54,534 ",
20230315 ,10,0.022,0.025,0.5,0.003,8.6,0,3,200,66.6,5.62,"54,555 ",
20230316 ,8,0.03,0.013,0.4,0.003,4.6,0,2.4,270,36.8,18.09,"54,719 ",
20230317 ,12,0.023,0.023,0.5,0.003,7.2,0,1.7,290,34.3,13.94,"55,479 ",
20230318 ,24,0.028,0.02,0.6,0.004,7.7,0,2.6,270,46.4,19.07,"49,079 ",
20230319 ,55,0.031,0.028,0.8,0.004,8.3,0,2.1,270,59.6,21.25,"46,759 ",
20230320 ,52,0.022,0.044,0.8,0.004,9.5,0,1.6,250,50.4,20.06,"52,687 ",
20230321 ,29,0.027,0.045,0.7,0.004,13,0,1.7,50,35.1,21.6,"54,066 ",
20230322 ,29,0.026,0.042,0.8,0.004,17,0,1.8,50,44.8,16.64,"54,765 ",
20230323 ,24,0.026,0.025,0.6,0.004,17.4,0,2.5,290,48.9,14.5,"54,534 ",
20230324 ,21,0.022,0.025,0.5,0.004,12.5,0,2.3,270,36.8,16.13,"55,830 ",
20230325 ,22,0.026,0.023,0.5,0.003,12.5,0,2.3,50,59.9,15.13,"47,209 ",
20230326 ,14,0.038,0.01,0.4,0.003,9.4,0,3.6,290,34,24.36,"45,120 ",
20230327 ,17,0.036,0.02,0.5,0.003,7.3,0,2.3,270,44.8,22.88,"53,410 ",
20230328 ,25,0.027,0.033,0.6,0.004,9.2,0,2.1,20,53.3,18.44,"53,684 ",
20230329 ,34,0.026,0.035,0.6,0.004,11.8,0,1.9,250,50.3,21.79,"54,662 ",
20230330 ,37,0.036,0.035,0.7,0.004,13.3,0,2.2,250,42.5,23.58,"55,827 ",
20230331 ,44,0.039,0.039,0.7,0.004,15,0,2.1,250,42.5,22.99,"55,381 ",
20230401 ,41,0.038,0.038,0.7,0.004,17.5,0,1.8,290,40.4,21.48,"50,978 ",
20230402 ,28,0.035,0.026,0.5,0.003,18.8,0,2.4,70,29.6,24.08,"44,875 ",
20230403 ,29,0.035,0.032,0.6,0.004,19,0,2.3,50,29.4,22.95,"53,996 ",
20230404 ,18,0.032,0.03,0.5,0.004,17.6,6.9,2.6,110,40.4,10.78,"54,493 ",
20230405 ,10,0.022,0.023,0.5,0.003,11.9,50.3,3.4,70,97.8,1.56,"52,267 ",
20230406 ,52,0.034,0.024,0.8,0.003,8.8,2.7,2.5,180,94.6,2.15,"54,126 ",
20230407 ,38,0.031,0.023,0.6,0.003,8.9,0,2.9,230,65,23.34,"54,664 ",
20230408 ,6,0.031,0.016,0.4,0.003,8.8,0,3.2,250,51.1,25.74,"51,394 ",
20230409 ,13,0.031,0.021,0.5,0.003,10.8,0,2.5,200,56.8,25.54,"44,823 ",
20230410 ,16,0.032,0.026,0.5,0.003,13.2,0,2.7,200,50.8,22.29,"53,354 ",
20230411 ,15,0.029,0.021,0.4,0.003,13.1,2.9,3.6,230,73.4,2.01,"53,707 ",
20230412 ,22,0.025,0.022,0.4,0.003,10.1,0,2.7,250,45.1,24.87,"54,386 ",
20230413 ,21,0.018,0.033,0.5,0.004,11.9,0,1.8,50,45,16.17,"54,887 ",
20230414 ,15,0.026,0.031,0.6,0.004,16.2,0,1.6,180,58.6,14.25,"55,800 ",
20230415 ,17,0.028,0.021,0.5,0.003,13.5,4.6,2.2,250,81.8,9.5,"50,779 ",
20230416 ,25,0.033,0.016,0.5,0.003,10.8,0,2.5,250,71.4,14.45,"44,628 ",
20230417 ,22,0.03,0.027,0.5,0.004,13.1,0,2,50,59,17.76,"52,599 ",
20230418 ,15,0.023,0.028,0.6,0.003,14,1.5,2.7,50,78.6,10.85,"53,699 ",
20230419 ,16,0.029,0.027,0.6,0.003,19.1,0,2.4,70,66.1,27.82,"53,043 ",
20230420 ,10,0.028,0.018,0.5,0.003,15.8,0.5,2.4,270,92.1,4.12,"53,296 ",
20230421 ,10,0.031,0.014,0.4,0.003,16.7,0,2.5,320,50.4,21.05,"54,980 ",
20230422 ,9,0.03,0.018,0.4,0.003,16.9,0,2.6,50,22.9,21.2,"50,881 ",
20230423 ,12,0.029,0.018,0.4,0.003,16.1,0,2.1,50,34.1,19.47,"44,571 ",
20230424 ,14,0.031,0.023,0.5,0.003,15.8,0,2.7,70,40.5,20.31,"51,169 ",
20230425 ,13,0.022,0.026,0.5,0.003,10.9,0.4,1.9,50,68.6,5.22,"53,392 ",
20230426 ,11,0.03,0.018,0.4,0.003,10.2,0,3.1,200,69.9,15.52,"42,672 ",
20230427 ,18,0.026,0.028,0.6,0.003,12.9,0,1.9,270,61.6,26.55,"55,509 ",
20230428 ,14,0.026,0.03,0.6,0.003,15.7,1.9,2.1,230,62,21.25,"55,531 ",
20230429 ,10,0.023,0.016,0.5,0.002,13.2,25.1,2.9,250,88.1,6.04,"48,572 ",
20230430 ,11,0.034,0.012,0.4,0.003,12.7,0.1,3.3,250,72.9,19.71,"46,668 ",
20230501 ,14,0.0319,0.0144,0.41,0.0027,14.6,0,2.5,270,57,26.8,"42,566 ",
20230502 ,10,0.0252,0.0301,0.53,0.0033,16.7,0,2.1,70,40.5,21.58,"52,729 ",
20230503 ,14,0.0298,0.025,0.51,0.0035,19.5,0,2.1,290,52.5,26.2,"55,026 ",
20230504 ,19,0.0283,0.0275,0.51,0.0031,21.4,0,2.1,110,65.5,16.89,"57,073 ",
20230505 ,4,0.0147,0.0165,0.44,0.0026,18.4,30.2,2.5,50,95.3,1.74,"42,814 ",
20230506 ,8,0.029,0.0137,0.4,0.0024,12.6,47.5,5.4,70,85.6,5.42,"46,677 ",
20230507 ,21,0.0272,0.0168,0.43,0.0024,14.4,0,2.6,70,47.1,12.18,"45,814 ",
20230508 ,20,0.0219,0.0262,0.52,0.0029,15.3,0,2.2,270,55.3,28.55,"53,091 ",
20230509 ,26,0.0307,0.0334,0.6,0.0037,17,0,2.3,270,55.4,28.29,"54,268 ",
20230510 ,28,0.0327,0.0303,0.61,0.0039,18.4,0,1.8,290,53.3,25.58,"54,547 ",
20230511 ,22,0.0326,0.029,0.59,0.0044,19.5,0,2.3,270,50.1,27.64,"55,134 ",
20230512 ,30,0.0326,0.0324,0.61,0.0047,18.4,0,1.8,270,50.9,19.9,"54,981 ",
20230513 ,25,0.038,0.0171,0.47,0.0033,17.8,0,2,290,62,23.86,"52,807 ",
20230514 ,11,0.0357,0.0136,0.38,0.0032,18.1,0,2,270,56.5,25.41,"44,682 ",
20230515 ,19,0.0365,0.027,0.53,0.0033,20.6,0,2.4,230,54.6,26.49,"53,237 ",
20230516 ,30,0.0474,0.0318,0.61,0.0038,24,0,2.5,200,51.9,27.62,"54,283 ",
20230517 ,14,0.0308,0.0208,0.46,0.0033,23.5,0,3.4,230,63.6,27.59,"54,384 ",
20230518 ,16,0.0239,0.021,0.46,0.003,21.2,1.3,2.1,50,74.8,13.7,"55,270 ",
20230519 ,11,0.0283,0.0223,0.45,0.0029,22.3,0,2.3,50,61.4,25.57,"55,898 ",
20230520 ,12,0.0319,0.0159,0.41,0.0031,21.2,0,3,50,66.9,25.72,"51,354 ",
20230521 ,17,0.0337,0.0121,0.4,0.0028,17.8,0.2,3,230,74,20.72,"49,036 ",
20230522 ,24,0.0265,0.0195,0.47,0.0031,20.3,0,1.9,270,61.3,23.93,"52,698 ",
20230523 ,12,0.028,0.0175,0.4,0.0028,20.5,0,2.2,270,48,29.85,"53,586 ",
20230524 ,15,0.0287,0.0289,0.51,0.0038,20.6,0,2,270,49.8,19.16,"54,603 ",
20230525 ,12,0.0363,0.0212,0.43,0.0034,21.2,0,2.4,270,46.6,27.9,"55,864 ",
20230526 ,12,0.0375,0.02,0.42,0.0033,21.4,0.5,2.1,270,57.4,26.25,"56,166 ",
20230527 ,14,0.0146,0.0252,0.52,0.0029,19.3,31.8,1.7,50,87.4,3.13,"46,698 ",
20230528 ,5,0.0138,0.0151,0.4,0.0026,19.2,41.8,1.8,50,98.9,2.46,"41,959 ",
20230529 ,8,0.0157,0.0192,0.49,0.003,23.2,2.3,1.6,50,83.4,15.87,"42,605 ",
20230530 ,21,0.0176,0.022,0.53,0.0034,24,0,2.2,50,69.5,18.2,"53,562 ",
20230531 ,13,0.0319,0.0236,0.48,0.0036,22.8,0,2.5,50,60.8,23.98,"53,182 ",
20230601 ,18,0.0377,0.0187,0.46,0.0035,22.8,0,1.9,290,66.9,15.18,"54,440 ",
20230602 ,14,0.0339,0.0158,0.42,0.0031,20.4,0,2.3,250,77.4,14.24,"55,295 ",
20230603 ,12,0.0362,0.0165,0.42,0.0034,22,0,2.7,270,60.1,31.19,"46,330 ",
20230604 ,16,0.0501,0.017,0.49,0.0035,22.1,0,2.4,250,61,28.74,"44,482 ",
20230605 ,13,0.0377,0.0205,0.45,0.0035,21.5,0,2.6,250,66.9,26.6,"52,628 ",
20230606 ,9,0.0424,0.0118,0.35,0.0029,20.3,0,2.6,270,72.9,21.98,"43,952 ",
20230607 ,17,0.0344,0.028,0.54,0.0032,21.4,0,2.1,160,75.3,10.07,"54,008 ",
20230608 ,10,0.0294,0.0219,0.5,0.0032,20.4,1.9,2.4,270,80.5,10.19,"55,001 ",
20230609 ,12,0.0407,0.0229,0.49,0.0032,23.3,1.2,2,250,64,28.15,"54,423 ",
20230610 ,18,0.0438,0.0224,0.52,0.0033,23.2,0.8,2.3,200,70,18.18,"49,472 ",
20230611 ,12,0.0433,0.0114,0.41,0.0029,22.1,32.2,2.2,50,76.1,21.1,"42,923 ",
20230612 ,16,0.0333,0.0224,0.52,0.0033,22.2,0,1.7,270,70.5,19.9,"52,989 ",
20230613 ,13,0.0354,0.0189,0.45,0.0033,22,0,2.2,270,70,25.43,"54,864 ",
20230614 ,16,0.0332,0.0185,0.48,0.003,20.6,30.6,1.5,270,80.3,13.12,"53,723 ",
20230615 ,16,0.0322,0.0174,0.49,0.0031,22.7,0,2.1,270,70.8,25.05,"54,872 ",
20230616 ,14,0.0357,0.0206,0.48,0.0033,23.7,0,2.1,250,64.4,29.89,"55,359 ",
20230617 ,11,0.038,0.0188,0.44,0.0032,24.2,0,2,270,57.1,27.4,"49,153 ",
20230618 ,15,0.04,0.0148,0.44,0.0033,25.9,0,2,270,60.5,28.79,"45,054 ",
20230619 ,29,0.0476,0.0297,0.61,0.0037,28.5,0,2.2,50,57.8,25.29,"53,389 ",
20230620 ,20,0.0244,0.0318,0.63,0.0039,24.7,6.4,1.9,70,64.5,5.89,"54,481 ",
20230621 ,5,0.0171,0.015,0.43,0.003,20.5,24.9,2.1,50,92.6,4.79,"51,519 ",
20230622 ,9,0.0244,0.0137,0.42,0.0031,22.5,0,2.2,250,77.1,21.48,"54,556 ",
